Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
5	NP	MH727032	Yes	1816	-N/A-	05/10/2018	IRD:Human	USA	Rhode Island	17-18	B/Rhode Island/12/2018	Pass	
2	PB2	MH727036	Yes	2367	-N/A-	05/10/2018	IRD:Human	USA	Rhode Island	17-18	B/Rhode Island/12/2018	Pass	
7	-N/A-,-N/A-	MH727034	Yes	1155	-N/A-	05/10/2018	IRD:Human	USA	Rhode Island	17-18	B/Rhode Island/12/2018	Pass	
3	PA	MH727030	Yes	2275	-N/A-	05/10/2018	IRD:Human	USA	Rhode Island	17-18	B/Rhode Island/12/2018	Pass	
2	PB2	MH584876	Yes	2367	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
8	-N/A-,-N/A-	MH584869	Yes	1063	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
6	-N/A-,-N/A-	MH584871	Yes	1530	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
3	PA	MH584874	Yes	2275	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
1	PB1	MH584875	Yes	2341	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
7	-N/A-,-N/A-	MH584870	Yes	1155	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
5	NP	MH584872	Yes	1816	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
4	HA	MH584873	Yes	1853	-N/A-	04/05/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/02/2018	Pass	
8	-N/A-,-N/A-	MH606844	Yes	1063	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
5	NP	MH606837	Yes	1816	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
1	PB1	MH606839	Yes	2340	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
4	HA	MH606841	Yes	1853	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
2	PB2	MH606838	Yes	2367	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
3	PA	MH606840	Yes	2275	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
6	-N/A-,-N/A-	MH606842	Yes	1530	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
7	-N/A-,-N/A-	MH606843	Yes	1155	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/03/2018	Pass	
7	-N/A-,-N/A-	MH606846	Yes	1155	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
3	PA	MH606848	Yes	2275	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
2	PB2	MH606845	Yes	2367	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
4	HA	MH606849	Yes	1853	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
6	-N/A-,-N/A-	MH606851	Yes	1530	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
1	PB1	MH606847	Yes	2340	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
8	-N/A-,-N/A-	MH606852	Yes	1063	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
5	NP	MH606850	Yes	1816	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/04/2018	Pass	
7	-N/A-,-N/A-	MH606859	Yes	1154	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
3	PA	MH606853	Yes	2276	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
8	-N/A-,-N/A-	MH606860	Yes	1066	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
4	HA	MH606856	Yes	1850	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
2	PB2	MH606854	Yes	2367	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
1	PB1	MH606855	Yes	2340	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
5	NP	MH606857	Yes	1815	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
6	-N/A-,-N/A-	MH606858	Yes	1528	-N/A-	04/10/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/05/2018	Pass	
7	-N/A-,-N/A-	MH131126	Yes	1155	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
5	NP	MH131124	Yes	1817	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
3	PA	MH131122	Yes	2276	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
1	PB1	MH131121	Yes	2340	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
7	-N/A-,-N/A-	MH581978	Yes	1155	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
5	NP	MH581976	Yes	1817	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
2	PB2	MH131120	Yes	2367	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
4	HA	MH131123	Yes	1853	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
8	-N/A-,-N/A-	MH131127	Yes	1062	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
6	-N/A-,-N/A-	MH131125	Yes	1529	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
1	PB1	MH581973	Yes	2340	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
6	-N/A-,-N/A-	MH581977	Yes	1529	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
4	HA	MH581975	Yes	1853	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
3	PA	MH581974	Yes	2276	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
2	PB2	MH581972	Yes	2367	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
8	-N/A-,-N/A-	MH581979	Yes	1062	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/21/2017	Pass	
5	NP	MH131132	Yes	1817	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
3	PA	MH581982	Yes	2276	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
8	-N/A-,-N/A-	MH131135	Yes	1062	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
4	HA	MH131131	Yes	1853	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
1	PB1	MH131129	Yes	2340	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
2	PB2	MH581980	Yes	2367	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
1	PB1	MH581981	Yes	2340	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
5	NP	MH581984	Yes	1817	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
7	-N/A-,-N/A-	MH581986	Yes	1155	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
4	HA	MH581983	Yes	1853	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
6	-N/A-,-N/A-	MH581985	Yes	1529	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
8	-N/A-,-N/A-	MH581987	Yes	1062	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
7	-N/A-,-N/A-	MH131134	Yes	1155	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
3	PA	MH131130	Yes	2276	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
2	PB2	MH131128	Yes	2367	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
6	-N/A-,-N/A-	MH131133	Yes	1529	-N/A-	12/21/2017	IRD:Human	USA	South Carolina	17-18	B/South Carolina/22/2017	Pass	
4	HA	MH706685	Yes	1755	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
7	-N/A-,-N/A-	MH706686	Yes	1140	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
5	NP	MH706688	Yes	1683	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
3	PA	MH706690	Yes	2181	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
2	PB2	MH706692	Yes	2313	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
1	PB1	MH706691	Yes	2259	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
8	-N/A-,-N/A-	MH706689	Yes	1031	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
6	-N/A-,-N/A-	MH706687	Yes	1408	-N/A-	03/13/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_75768/2018	Pass	
4	HA	MH706693	Yes	1755	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
3	PA	MH706698	Yes	2181	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
2	PB2	MH706700	Yes	2313	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
8	-N/A-,-N/A-	MH706697	Yes	1031	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
6	-N/A-,-N/A-	MH706695	Yes	1408	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
1	PB1	MH706699	Yes	2259	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
5	NP	MH706696	Yes	1683	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
7	-N/A-,-N/A-	MH706694	Yes	1140	-N/A-	02/14/2018	IRD:Human	USA	South Carolina	17-18	B/South Carolina/NHRC_JX42090/2018	Pass	
3	PA	MH130555	Yes	2276	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
1	PB1	MH130556	Yes	2341	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
6	-N/A-,-N/A-	MH130552	Yes	1530	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
4	HA	MH130554	Yes	1853	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
7	-N/A-,-N/A-	MH130551	Yes	1155	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
5	NP	MH130553	Yes	1816	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
2	PB2	MH130557	Yes	2367	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
8	-N/A-,-N/A-	MH130550	Yes	1062	-N/A-	01/11/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/01/2018	Pass	
8	-N/A-,-N/A-	MH130558	Yes	1062	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
6	-N/A-,-N/A-	MH130560	Yes	1530	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
4	HA	MH130562	Yes	1853	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
2	PB2	MH130564	Yes	2367	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
7	-N/A-,-N/A-	MH130559	Yes	1155	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
5	NP	MH130561	Yes	1816	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
3	PA	MH130563	Yes	2275	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
1	PB1	MH130565	Yes	2340	-N/A-	01/17/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/02/2018	Pass	
6	-N/A-,-N/A-	MH136409	Yes	1528	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
3	PA	MH136407	Yes	2276	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
8	-N/A-,-N/A-	MH136405	Yes	1066	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
4	HA	MH136403	Yes	1850	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
5	NP	MH136408	Yes	1815	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
2	PB2	MH136406	Yes	2367	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
7	-N/A-,-N/A-	MH136404	Yes	1154	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
1	PB1	MH136402	Yes	2340	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/03/2018	Pass	
3	PA	MH136412	Yes	2275	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
1	PB1	MH136411	Yes	2340	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
7	-N/A-,-N/A-	MH136416	Yes	1155	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
2	PB2	MH136410	Yes	2367	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
4	HA	MH136413	Yes	1853	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
5	NP	MH136414	Yes	1816	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
6	-N/A-,-N/A-	MH136415	Yes	1530	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
8	-N/A-,-N/A-	MH136417	Yes	1063	-N/A-	01/29/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/04/2018	Pass	
5	NP	MH583793	Yes	1816	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
8	-N/A-,-N/A-	MH583796	Yes	1062	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
7	-N/A-,-N/A-	MH583795	Yes	1155	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
1	PB1	MH583790	Yes	2340	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
6	-N/A-,-N/A-	MH583794	Yes	1530	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
4	HA	MH583792	Yes	1853	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
3	PA	MH583791	Yes	2276	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
2	PB2	MH583789	Yes	2367	-N/A-	02/13/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/05/2018	Pass	
7	-N/A-,-N/A-	MH583803	Yes	1154	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
5	NP	MH583801	Yes	1815	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
3	PA	MH583799	Yes	2276	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
2	PB2	MH583797	Yes	2367	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
8	-N/A-,-N/A-	MH583804	Yes	1066	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
6	-N/A-,-N/A-	MH583802	Yes	1528	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
4	HA	MH583800	Yes	1850	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
1	PB1	MH583798	Yes	2340	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/06/2018	Pass	
1	PB1	MH245664	Yes	2340	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
4	HA	MH245662	Yes	1850	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
6	-N/A-,-N/A-	MH245660	Yes	1528	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
8	-N/A-,-N/A-	MH245658	Yes	1066	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
3	PA	MH245663	Yes	2276	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
7	-N/A-,-N/A-	MH245659	Yes	1154	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
5	NP	MH245661	Yes	1815	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
2	PB2	MH245665	Yes	2367	-N/A-	02/19/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/07/2018	Pass	
1	PB1	MH245672	Yes	2340	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
7	-N/A-,-N/A-	MH245667	Yes	1155	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
5	NP	MH245669	Yes	1816	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
4	HA	MH245670	Yes	1853	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
3	PA	MH245671	Yes	2275	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
2	PB2	MH245673	Yes	2367	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
8	-N/A-,-N/A-	MH245666	Yes	1062	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Pass	
6	-N/A-,-N/A-	MH245668	Yes	1530	-N/A-	02/21/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/08/2018	Flag-NCR	
7	-N/A-,-N/A-	MH585681	Yes	1154	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
1	PB1	MH585676	Yes	2340	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
4	HA	MH585678	Yes	1850	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
8	-N/A-,-N/A-	MH585682	Yes	1066	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
3	PA	MH585677	Yes	2276	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
5	NP	MH585679	Yes	1815	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
6	-N/A-,-N/A-	MH585680	Yes	1528	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
2	PB2	MH585675	Yes	2367	-N/A-	03/12/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/09/2018	Pass	
6	-N/A-,-N/A-	MH585688	Yes	1529	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
8	-N/A-,-N/A-	MH585690	Yes	1062	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
5	NP	MH585687	Yes	1816	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
7	-N/A-,-N/A-	MH585689	Yes	1155	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
2	PB2	MH585683	Yes	2367	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
3	PA	MH585685	Yes	2275	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
1	PB1	MH585684	Yes	2340	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
4	HA	MH585686	Yes	1853	-N/A-	03/18/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/10/2018	Pass	
1	PB1	MH363453	Yes	2340	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
4	HA	MH363455	Yes	1850	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
6	-N/A-,-N/A-	MH363457	Yes	1528	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
5	NP	MH363456	Yes	1816	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
8	-N/A-,-N/A-	MH363459	Yes	1066	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
2	PB2	MH363452	Yes	2367	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
3	PA	MH363454	Yes	2276	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
7	-N/A-,-N/A-	MH363458	Yes	1154	-N/A-	03/27/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/11/2018	Pass	
2	PB2	MH363460	Yes	2367	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
1	PB1	MH363461	Yes	2341	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
4	HA	MH363463	Yes	1853	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
7	-N/A-,-N/A-	MH363466	Yes	1155	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
8	-N/A-,-N/A-	MH363467	Yes	1062	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
3	PA	MH363462	Yes	2275	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
5	NP	MH363464	Yes	1816	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
6	-N/A-,-N/A-	MH363465	Yes	1530	-N/A-	03/28/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/12/2018	Pass	
7	-N/A-,-N/A-	MH584878	Yes	1155	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
5	NP	MH584880	Yes	1816	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
3	PA	MH584882	Yes	2275	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
1	PB1	MH584883	Yes	2340	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
8	-N/A-,-N/A-	MH584877	Yes	1062	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
6	-N/A-,-N/A-	MH584879	Yes	1530	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
4	HA	MH584881	Yes	1853	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
2	PB2	MH584884	Yes	2367	-N/A-	04/05/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/13/2018	Pass	
4	HA	MH584889	Yes	1853	-N/A-	04/09/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/14/2018	Pass	
7	-N/A-,-N/A-	MH584886	Yes	1155	-N/A-	04/09/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/14/2018	Pass	
2	PB2	MH584892	Yes	2367	-N/A-	04/09/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/14/2018	Pass	
3	PA	MH584890	Yes	2275	-N/A-	04/09/2018	IRD:Human	USA	South Dakota	17-18	B/South Dakota/14/2018	Pass	
